,Medium,Classification,Culture,Object Begin Date,Historical Period,height,diam,width,depth
11174,terracotta,Vases,Greek,-425,Antiquity,5.4,-1.0,-1.0,-1.0
7025,bronze,Metalwork,China,-1300,Antiquity,15.3,11.7,21.6,-1.0
1239,bronze,Metalwork,Thailand,-500,Antiquity,11.4,-1.0,18.4,-1.0
1718,terracotta,Vases,Greek,-560,Antiquity,23.5,-1.0,-1.0,-1.0
13044,terracotta,Terracottas,Cypriot,-499,Antiquity,38.1,-1.0,-1.0,-1.0
8729,terracotta,Terracottas,Cypriot,-600,Antiquity,23.2,-1.0,-1.0,-1.0
6660,terracotta,Vases,Etruscan,-550,Antiquity,36.8,-1.0,-1.0,-1.0
1702,bronze,Metalwork,Indonesia,-500,Antiquity,17.1,-1.0,7.0,-1.0
11129,terracotta,Vases,Sesklo,-5300,Antiquity,-1.0,6.7,-1.0,-1.0
11113,bronze,Jewelry,Thailand,-4000,Antiquity,-1.0,9.5,-1.0,-1.0
12008,terracotta,Terracottas,Roman,40,Antiquity,2.2,-1.0,-1.0,-1.0
789,terracotta,Vases,Mycenaean,-1300,Antiquity,2.0,-1.0,-1.0,-1.0
6109,"glass,gold",Gold,Roman,1,Antiquity,1.9,-1.0,1.6,2.5
2702,terracotta,Vases,Cypriot,-1600,Antiquity,-1.0,19.7,-1.0,-1.0
1806,terracotta,Vases,East,-900,Antiquity,7.9,-1.0,18.2,-1.0
8672,terracotta,Terracottas,Greek,-330,Antiquity,21.4,-1.0,-1.0,-1.0
10807,bronze,Bronzes,Etruscan,-550,Antiquity,8.3,-1.0,-1.0,-1.0
2457,glass,Glass,Roman,300,Antiquity,-1.0,-1.0,-1.0,-1.0
903,"alloy,copper,gold",Gold,Greek,-499,Antiquity,2.6,-1.0,1.3,-1.0
9429,bronze,Bronzes,South,-570,Antiquity,16.8,-1.0,15.5,-1.0
11845,bronze,Metalwork,Indonesia,-500,Antiquity,9.7,-1.0,5.7,-1.0
9942,bronze,Jewelry,Indonesia,-500,Antiquity,4.4,-1.0,-1.0,6.0
1073,glass,Glass,Roman,-25,Antiquity,-1.0,10.8,-1.0,-1.0
7248,bronze,Metalwork,China,-770,Antiquity,17.8,27.9,-1.0,-1.0
6038,glass,Glass,Roman,300,Antiquity,9.2,-1.0,-1.0,-1.0
3764,silver,Gold,East,-599,Antiquity,-1.0,2.7,-1.0,-1.0
6053,bronze,Metalwork,China,-699,Antiquity,15.3,-1.0,6.0,7.6
5028,glass,Glass,Egyptian,-25,Antiquity,-1.0,2.4,-1.0,-1.0
9099,gold,Gems,Cypriot or Phoenician,-599,Antiquity,0.6,-1.0,1.6,0.8
9093,"bronze,gilt",Metalwork,China,220,Antiquity,5.4,-1.0,3.8,-1.0
9123,terracotta,Vases,Etruscan,-900,Antiquity,-1.0,8.0,-1.0,-1.0
9940,gold,Gold,Cypriot,-1400,Antiquity,-1.0,3.7,-1.0,-1.0
11223,bronze,Bronzes,Etruscan,-499,Antiquity,9.7,-1.0,-1.0,-1.0
7899,glass,Glass,Coptic,300,Antiquity,-1.0,-1.0,-1.0,-1.0
6363,terracotta,Vases,Cypriot,-2500,Antiquity,9.1,-1.0,-1.0,-1.0
10245,terracotta,Vases,Etruscan,-699,Antiquity,18.8,-1.0,-1.0,-1.0
1921,gold,Metalwork,Scythian,-500,Antiquity,-1.0,-1.0,-1.0,-1.0
8653,bronze,Bronzes,Cypriot,-2500,Antiquity,-1.0,41.0,-1.0,-1.0
3032,bronze,Bronzes,Etruscan,-499,Antiquity,16.7,-1.0,-1.0,-1.0
2849,glass,Glass,Roman,1,Antiquity,0.7,2.3,-1.0,-1.0
8105,"gilt,silver",Metalwork,Frankish,450,Antiquity,2.2,-1.0,3.1,0.7
3549,terracotta,Vases,Greek,-350,Antiquity,27.6,-1.0,-1.0,-1.0
5147,gold,Metalwork,Scythian,-500,Antiquity,-1.0,-1.0,-1.0,-1.0
4090,glass,Glass,Roman,200,Antiquity,-1.0,8.5,-1.0,-1.0
11426,bronze,Bronzes,Cypriot,-399,Antiquity,-1.0,3.8,-1.0,-1.0
5673,bronze,Metalwork,Iran,-1000,Antiquity,6.15,-1.0,2.64,-1.0
11010,terracotta,Vases,Etruscan,-550,Antiquity,-1.0,12.1,-1.0,-1.0
12503,gold,Gold,Roman,100,Antiquity,-1.0,2.4,-1.0,-1.0
442,gold,Gold,Etruscan,-399,Antiquity,2.9,-1.0,-1.0,-1.0
7670,iron,Sword,Japanese,175,Antiquity,4.5,-1.0,3.0,-1.0
3616,terracotta,Terracottas,Roman,150,Antiquity,-1.0,7.5,-1.0,-1.0
4493,glass,Glass,Phoenician,-650,Antiquity,-1.0,3.5,-1.0,-1.0
7259,terracotta,Vases,Roman,-670,Antiquity,-1.0,10.3,-1.0,-1.0
12903,glass,Glass,Roman,80,Antiquity,10.8,-1.0,-1.0,-1.0
9695,bronze,Enamels,Roman,100,Antiquity,6.4,-1.0,2.4,3.1
2523,glass,Glass,Coptic,300,Antiquity,-1.0,-1.0,-1.0,-1.0
1933,bronze,Metalwork,Hattian,-2300,Antiquity,-1.0,24.77,-1.0,-1.0
1330,bronze,Bronzes,Greek,-799,Antiquity,-1.0,-1.0,-1.0,-1.0
6652,bronze,Metalwork,China,-1046,Antiquity,-1.0,-1.0,-1.0,4.3
9998,terracotta,Vases,Greek,-340,Antiquity,-1.0,-1.0,-1.0,-1.0
4957,terracotta,Vases,Greek,-399,Antiquity,18.8,-1.0,-1.0,-1.0
10909,terracotta,Vases,Greek,-500,Antiquity,11.0,-1.0,-1.0,-1.0
1968,silver,Gold,Cycladic,-3200,Antiquity,5.7,-1.0,-1.0,-1.0
159,terracotta,Vases,Greek,-500,Antiquity,-1.0,33.0,-1.0,-1.0
11850,terracotta,Vases,Greek,-350,Antiquity,-1.0,88.3,-1.0,-1.0
9936,"copper,gilt",Metal,Vicús,-300,Antiquity,-1.0,-1.0,-1.0,-1.0
8340,terracotta,Terracottas,Cypriot,-399,Antiquity,7.2,-1.0,-1.0,-1.0
8152,glass,Glass,Roman,-25,Antiquity,-1.0,-1.0,-1.0,-1.0
5372,terracotta,Terracottas,Roman,100,Antiquity,19.8,-1.0,-1.0,-1.0
12806,glass,Glass,Roman,100,Antiquity,-1.0,-1.0,-1.0,-1.0
3673,terracotta,Sculpture,India,400,Antiquity,34.0,-1.0,28.5,-1.0
9593,"alloy,copper,iron",Metalwork,Roman,1,Antiquity,4.5,-1.0,2.0,2.8
2207,silver,Coins,Greek,-7000,Antiquity,2.4,-1.0,0.4,-1.0
12655,bronze,Metalwork,Indonesia,-500,Antiquity,24.4,-1.0,10.8,-1.0
7574,terracotta,Vases,Cypriot,-850,Antiquity,-1.0,60.3,-1.0,-1.0
6374,terracotta,Vases,Greek,-475,Antiquity,6.4,-1.0,21.6,-1.0
4617,bronze,Bronzes,Roman,1,Antiquity,15.7,-1.0,6.9,4.8
8618,silk,Textiles,China,200,Antiquity,18.1,-1.0,11.4,-1.0
386,bronze,Metalwork,Indonesia,-500,Antiquity,13.0,-1.0,9.5,-1.0
12505,glass,Glass,Coptic,300,Antiquity,-1.0,-1.0,-1.0,-1.0
13087,silk,Textiles,China or Japan,0,Antiquity,13.0,-1.0,6.4,-1.0
10838,"copper,gilt",Metal,Vicús,-300,Antiquity,-1.0,8.4,-1.0,-1.0
7290,glass,Glass,Greek,-399,Antiquity,2.0,-1.0,2.2,-1.0
7373,terracotta,Vases,Greek,-500,Antiquity,8.7,-1.0,-1.0,-1.0
12493,terracotta,Terracottas,Roman,200,Antiquity,-1.0,8.3,-1.0,-1.0
10936,glass,Glass,Roman,201,Antiquity,-1.0,-1.0,-1.0,-1.0
8510,terracotta,Vases,Cypriot,-950,Antiquity,-1.0,10.2,-1.0,-1.0
11594,silver,Metalwork,Bactria-Margiana,-2250,Antiquity,-1.0,12.8,-1.0,-1.0
10113,bronze,Metalwork,Indonesia,-500,Antiquity,17.1,-1.0,11.0,-1.0
2907,bronze,Jewelry,Vietnam,-500,Antiquity,1.3,-1.0,5.1,-1.0
617,bronze,Jewelry,Indonesia,-500,Antiquity,1.9,-1.0,2.7,-1.0
3553,bronze,Enamels,Late,200,Antiquity,6.2,-1.0,5.7,5.3
12596,bronze,Bronzes,Greek,-550,Antiquity,-1.0,-1.0,-1.0,-1.0
9712,"alloy,copper",Metalwork,Bactria-Margiana,-2300,Antiquity,-1.0,5.4,-1.0,-1.0
8743,terracotta,Vases,Minoan,-2600,Antiquity,5.9,-1.0,6.3,0.8
11752,bronze,Bronzes,Cypriot,-599,Antiquity,-1.0,119.8,-1.0,-1.0
8146,glass,Glass,Roman,300,Antiquity,11.9,-1.0,-1.0,-1.0
1565,gold,Metalwork,Parthian,-2,Antiquity,-1.0,4.5,-1.0,-1.0
7271,bronze,Bronzes,Roman,-100,Antiquity,-1.0,21.0,-1.0,-1.0
8554,glass,Glass,Roman,100,Antiquity,-1.0,3.2,-1.0,-1.0
12382,glass,Glass,Roman,50,Antiquity,-1.0,-1.0,-1.0,-1.0
8842,terracotta,Vases,Cypriot,-3900,Antiquity,-1.0,7.0,-1.0,-1.0
10014,terracotta,Vases,Lydian,-599,Antiquity,7.8,-1.0,-1.0,-1.0
12897,gold,Gold,Roman,200,Antiquity,-1.0,-1.0,-1.0,-1.0
9931,terracotta,Vases,Roman,100,Antiquity,-1.0,9.2,-1.0,-1.0
11382,copper,Metal,Moche,100,Antiquity,19.0,-1.0,-1.0,-1.0
6490,silver,Coins,Greek,-335,Antiquity,-1.0,-1.0,-1.0,-1.0
5767,bronze,Bronzes,Cypriot,-699,Antiquity,-1.0,26.0,-1.0,-1.0
9095,bronze,Bronzes,Italic,-799,Antiquity,-1.0,15.0,-1.0,-1.0
12642,bronze,Bronzes,Etruscan or Italic,-699,Antiquity,-1.0,16.2,-1.0,-1.0
11141,terracotta,Vases,Greek,-600,Antiquity,4.5,-1.0,5.9,0.5
7941,bronze,Metalwork,Achaemenid,-500,Antiquity,3.5,-1.0,15.3,-1.0
7124,bronze,Jewelry,Thailand,-300,Antiquity,-1.0,-1.0,5.9,-1.0
4557,bronze,Coins,Roman,392,Antiquity,2.4,-1.0,0.3,-1.0
11715,glass,Glass,Roman,330,Antiquity,8.8,-1.0,-1.0,-1.0
9879,glass,Glass,Roman,100,Antiquity,1.0,4.5,-1.0,-1.0
4274,gold,Gold,Greek,-300,Antiquity,2.1,-1.0,-1.0,-1.0
10370,bronze,Jewelry,Thailand,-300,Antiquity,-1.0,-1.0,8.3,-1.0
3167,terracotta,Vases,Roman,54,Antiquity,3.3,-1.0,-1.0,-1.0
11166,terracotta,Vases,Minoan,-1400,Antiquity,8.0,-1.0,-1.0,-1.0
9210,bronze,Metalwork,North,-199,Antiquity,5.1,-1.0,10.2,-1.0
7030,bronze,Metalwork,China,-206,Antiquity,35.6,17.1,-1.0,-1.0
10798,glass,Glass,Roman,200,Antiquity,-1.0,-1.0,-1.0,-1.0
1366,"bronze,gold",Gold,Greek,-599,Antiquity,5.1,-1.0,0.5,-1.0
9815,glass,Glass,Roman,-25,Antiquity,1.7,-1.0,4.3,-1.0
7690,terracotta,Vases,Greek,-599,Antiquity,26.7,-1.0,29.8,1.0
6039,bronze,Metalwork,Iran,-900,Antiquity,-1.0,9.5,-1.0,-1.0
9230,bronze,Metalwork,Iran,-1000,Antiquity,-1.0,11.0,-1.0,-1.0
9639,gold,Metalwork,Iran,-2000,Antiquity,2.21,-1.0,2.69,2.31
8297,"alloy,gold",Metal,Early,-300,Antiquity,-1.0,-1.0,-1.0,-1.0
12947,porcelain,Ceramics,Korea,400,Antiquity,16.8,-1.0,-1.0,-1.0
12123,terracotta,Ceramics,Pakistan,250,Antiquity,7.0,-1.0,8.3,-1.0
7780,terracotta,Vases,Greek,-470,Antiquity,38.8,-1.0,-1.0,-1.0
3677,bronze,Bronzes,Cypriot,-1600,Antiquity,-1.0,13.5,-1.0,-1.0
2192,bronze,Bronzes,Cypriot,-2500,Antiquity,-1.0,48.9,-1.0,-1.0
4587,bronze,Bronzes,Cypriot,-499,Antiquity,-1.0,6.0,-1.0,-1.0
5116,terracotta,Vases,Greek,-570,Antiquity,31.3,-1.0,20.5,-1.0
3758,silver,Gold,Cypriot,-3900,Antiquity,1.4,-1.0,1.8,-1.0
1362,terracotta,Vases,Greek,-420,Antiquity,22.1,-1.0,-1.0,-1.0
531,"copper,gilt",Metal,Vicús,-300,Antiquity,-1.0,7.8,-1.0,-1.0
4653,terracotta,Vases,Greek,-350,Antiquity,14.0,-1.0,-1.0,-1.0
227,bronze,Bronzes,Etruscan,-499,Antiquity,4.4,-1.0,-1.0,-1.0
4734,"glass,gold",Glass,Roman,300,Antiquity,-1.0,-1.0,-1.0,-1.0
12846,glass,Glass,Roman,200,Antiquity,-1.0,-1.0,-1.0,-1.0
6504,bronze,Bronzes,Roman,1,Antiquity,6.8,-1.0,5.5,-1.0
4088,glass,Glass,Roman,59,Antiquity,-1.0,-1.0,-1.0,-1.0
3191,bronze,Metalwork,Northwest,-399,Antiquity,7.0,-1.0,12.1,-1.0
6097,terracotta,Vases,Minoan,-1800,Antiquity,4.0,-1.0,5.4,-1.0
11770,"bronze,gold",Gold,Cypriot,-499,Antiquity,-1.0,8.6,-1.0,-1.0
4293,glass,Glass,Roman,1,Antiquity,9.5,-1.0,5.7,-1.0
8454,"alloy,copper",Metalwork,Roman or Celtic,100,Antiquity,6.3,-1.0,1.3,-1.0
2629,glass,Glass,Greek,-150,Antiquity,2.1,-1.0,1.1,-1.0
1723,"alloy,copper",Metalwork,Late,200,Antiquity,3.9,-1.0,2.4,1.1
6976,terracotta,Terracottas,Cypriot,-299,Antiquity,11.3,-1.0,-1.0,-1.0
10160,"alloy,copper",Metalwork,Bactria-Margiana,-2300,Antiquity,1.19,-1.0,2.49,-1.0
11341,bronze,Coins,Roman,163,Antiquity,3.3,-1.0,0.4,-1.0
5303,"iron,silver",Metalwork,Frankish,300,Antiquity,9.3,-1.0,5.7,0.4
8406,bronze,Metalwork,China,-475,Antiquity,8.3,-1.0,-1.0,-1.0
10868,glass,Glass,Roman,100,Antiquity,-1.0,4.0,-1.0,-1.0
1543,terracotta,Vases,Greek,-499,Antiquity,-1.0,7.8,-1.0,-1.0
9318,terracotta,Vases,Neolithic,-3999,Antiquity,-1.0,3.5,-1.0,-1.0
12379,bronze,Metalwork,Indonesia,-500,Antiquity,7.6,-1.0,11.4,-1.0
120,bronze,Bronzes,Greek or Roman,-100,Antiquity,12.1,-1.0,-1.0,-1.0
8310,iron,Metalwork,Sasanian,200,Antiquity,-1.0,10.0,-1.0,-1.0
10460,glass,Glass,Greek,-550,Antiquity,9.5,-1.0,-1.0,-1.0
11934,terracotta,Vases,Greek,-475,Antiquity,-1.0,-1.0,-1.0,-1.0
910,glass,Glass,Roman,200,Antiquity,-1.0,9.4,-1.0,-1.0
7393,glass,Glass,Roman,-25,Antiquity,1.5,-1.0,3.1,-1.0
12512,bronze,Jewelry,Vietnam,-500,Antiquity,1.0,8.4,-1.0,-1.0
8818,bronze,Metalwork,Iranian,-1400,Antiquity,5.99,-1.0,7.39,-1.0
9048,"ink,paper",Paintings,China,0,Antiquity,93.7,-1.0,22.9,-1.0
1700,bronze,Metalwork,China,220,Antiquity,4.0,-1.0,1.9,-1.0
3085,terracotta,Vases,Greek,-500,Antiquity,-1.0,9.4,-1.0,-1.0
7304,terracotta,Vases,Etruscan,-550,Antiquity,-1.0,-1.0,-1.0,-1.0
2460,silver,Coins,Greek,-297,Antiquity,2.7,-1.0,0.3,-1.0
4096,bronze,Metalwork,China,-199,Antiquity,4.8,-1.0,10.2,-1.0
7815,glass,Glass,Roman,1,Antiquity,7.2,-1.0,-1.0,-1.0
7184,bronze,Bronzes,Etruscan,-550,Antiquity,-1.0,-1.0,-1.0,-1.0
10223,bronze,Jewelry,Thailand,-300,Antiquity,-1.0,-1.0,6.5,-1.0
7096,glass,Glass,Roman,50,Antiquity,14.5,10.3,-1.0,-1.0
3347,glass,Glass,Roman,-25,Antiquity,2.2,-1.0,2.5,-1.0
3299,terracotta,Sculpture,Pakistan,300,Antiquity,-1.0,10.3,-1.0,-1.0
11439,"bronze,gold",Armor,Japanese,1,Antiquity,-1.0,-1.0,1.6,6.4
7595,bronze,Metalwork,Iran,-700,Antiquity,-1.0,5.0,-1.0,-1.0
12418,bronze,Metalwork,Inner,-199,Antiquity,5.7,-1.0,9.8,-1.0
165,terracotta,Vases,Greek,-520,Antiquity,10.8,-1.0,11.1,-1.0
13358,gold,Gold,Roman,100,Antiquity,-1.0,-1.0,-1.0,-1.0
75,glass,Glass,Roman,100,Antiquity,1.1,-1.0,1.7,-1.0
12666,glass,Glass,Coptic,300,Antiquity,-1.0,-1.0,-1.0,-1.0
2893,bronze,Metalwork,Canaanite,-2000,Antiquity,4.5,-1.0,10.1,1.9
11374,glass,Glass,Roman,1,Antiquity,9.5,-1.0,6.7,-1.0
8207,gold,Gold,Cypriot,-5,Antiquity,1.7,-1.0,0.5,1.4
8531,"alloy,copper",Metalwork,Roman,1,Antiquity,6.6,-1.0,4.5,0.8
5597,terracotta,Vases,Rhodian,-599,Antiquity,9.3,-1.0,-1.0,-1.0
12792,terracotta,Vases,Cypriot,-1600,Antiquity,-1.0,43.2,-1.0,-1.0
6375,silver,Metalwork,Parthian,-100,Antiquity,-1.0,-1.0,-1.0,-1.0
5706,glass,Glass,Roman,-25,Antiquity,-1.0,-1.0,-1.0,-1.0
4436,terracotta,Vases,Helladic,-2100,Antiquity,13.5,-1.0,8.3,-1.0
1757,silver,Gold,Roman,-670,Antiquity,2.9,-1.0,2.2,1.7
8691,glass,Glass,Roman,100,Antiquity,-1.0,-1.0,-1.0,-1.0
10360,terracotta,Vases,Italic-Native,-550,Antiquity,-1.0,-1.0,-1.0,-1.0
2691,terracotta,Terracottas,Roman,250,Antiquity,3.2,-1.0,7.6,-1.0
5530,bronze,Metalwork,China,-1033,Antiquity,31.8,-1.0,21.6,-1.0
129,iron,Archery,Western European or Near Eastern,301,Antiquity,-1.0,-1.0,1.3,5.1
4401,terracotta,Vases,Etruscan,-650,Antiquity,11.4,-1.0,-1.0,-1.0
1944,glass,Glass,Roman,1,Antiquity,10.2,-1.0,-1.0,-1.0
2852,bronze,Metalwork,Iran,-900,Antiquity,16.4,-1.0,2.0,1.3
10601,"color,ink,paper",Illustrated,China,0,Antiquity,28.3,-1.0,19.7,5.1
4558,gold,Metal,Moche,100,Antiquity,-1.0,-1.0,-1.0,-1.0
12788,glass,Glass,Sasanian,200,Antiquity,5.72,-1.0,4.45,-1.0
10467,cotton,Textiles,Nasca,-200,Antiquity,5.08,-1.0,151.13,-1.0
12560,terracotta,Vases,Greek,-299,Antiquity,-1.0,23.0,-1.0,-1.0
9701,terracotta,Terracottas,Roman,40,Antiquity,2.4,-1.0,8.7,-1.0
3849,glass,Glass,Roman,-25,Antiquity,5.4,-1.0,-1.0,-1.0
5018,gold,Metal,Conte,400,Antiquity,-1.0,-1.0,-1.0,-1.0
1656,"copper,gilt",Metal,Vicús,-300,Antiquity,-1.0,5.7,-1.0,-1.0
12271,iron,Ceramics,Japan,0,Antiquity,9.5,-1.0,-1.0,-1.0
5256,gold,Gold,East,-330,Antiquity,-1.0,41.9,-1.0,-1.0
4626,glass,Glass,Coptic,300,Antiquity,-1.0,-1.0,-1.0,-1.0
13110,glass,Glass,Coptic,300,Antiquity,3.0,-1.0,2.7,0.7
9699,bronze,Bronzes,Cypriot,-3900,Antiquity,-1.0,-1.0,-1.0,-1.0
3689,terracotta,Vases,Greek,-420,Antiquity,16.5,-1.0,-1.0,-1.0
556,glass,Glass,Greek,-525,Antiquity,7.3,-1.0,-1.0,-1.0
329,terracotta,Terracottas,Greek,-525,Antiquity,15.72,-1.0,-1.0,-1.0
3831,gold,Gold,Etruscan,-699,Antiquity,-1.0,-1.0,-1.0,-1.0
9023,terracotta,Vases,Minoan,-2600,Antiquity,3.4,-1.0,3.7,0.4
9126,terracotta,Vases,Cypriot,-3200,Antiquity,-1.0,35.6,-1.0,-1.0
2051,terracotta,Terracottas,Greek,-500,Antiquity,15.6,-1.0,-1.0,-1.0
10568,terracotta,Vases,Greek,-400,Antiquity,-1.0,19.2,-1.0,-1.0
12489,glass,Glass,Coptic,300,Antiquity,-1.0,-1.0,-1.0,-1.0
3459,glass,Glass,Roman,0,Antiquity,4.7,-1.0,3.9,0.2
10527,glass,Glass,Roman,100,Antiquity,19.1,-1.0,-1.0,-1.0
10889,terracotta,Vases,Cypriot,-599,Antiquity,6.0,-1.0,16.5,-1.0
12287,terracotta,Terracottas,Greek,-299,Antiquity,5.1,-1.0,-1.0,-1.0
3914,terracotta,Vases,Greek,-425,Antiquity,-1.0,-1.0,-1.0,-1.0
7791,gold,Gold,Roman,-99,Antiquity,-1.0,-1.0,-1.0,-1.0
10696,glass,Glass,Roman,1,Antiquity,7.7,-1.0,-1.0,-1.0
5277,terracotta,Vases,Greek,-799,Antiquity,-1.0,9.2,-1.0,-1.0
11388,"alloy,bronze,copper",Equestrian,Italic,-1100,Antiquity,-1.0,-1.0,24.1,-1.0
12213,"glass,gold",Glass,Iran,-900,Antiquity,-1.0,26.59,-1.0,-1.0
7375,bronze,Jewelry,Vietnam,-500,Antiquity,1.4,6.7,-1.0,-1.0
9253,silver,Gold,East Greek or Parthian,-99,Antiquity,-1.0,16.5,-1.0,-1.0
8559,bronze,Bronzes,Cypriot,-599,Antiquity,4.1,-1.0,-1.0,-1.0
4458,terracotta,Terracottas,Cypriot,-550,Antiquity,10.3,-1.0,-1.0,-1.0
7226,terracotta,Terracottas,Etruscan,-499,Antiquity,-1.0,19.7,-1.0,-1.0
10897,silver,Metalwork,Parthian,212,Antiquity,-1.0,-1.0,-1.0,-1.0
1815,terracotta,Vases,Roman,-99,Antiquity,3.5,-1.0,4.5,0.5
12636,terracotta,Terracottas,Lydian,-599,Antiquity,20.5,-1.0,-1.0,-1.0
1706,terracotta,Ceramics,Baluchistan,-2700,Antiquity,10.5,-1.0,3.8,-1.0
3428,"alloy,copper",Metalwork,Bactria-Margiana,-2500,Antiquity,-1.0,-1.0,-1.0,-1.0
9808,glass,Glass,Roman,300,Antiquity,-1.0,12.7,-1.0,-1.0
136,terracotta,Vases,Roman,-670,Antiquity,6.1,-1.0,6.2,0.6
9010,bronze,Bronzes,Greek,-675,Antiquity,18.6,-1.0,16.8,-1.0
9481,glass,Glass,Roman,200,Antiquity,3.3,-1.0,22.2,-1.0
8334,"copper,gilt,silver",Metal,Peru,100,Antiquity,8.3,-1.0,1.1,-1.0
3776,gold,Metalwork,Achaemenid,-600,Antiquity,13.5,-1.0,9.8,1.2
10920,bronze,Bronzes,Roman,-670,Antiquity,-1.0,-1.0,-1.0,-1.0
10238,gold,Metal,Tolima,400,Antiquity,-1.0,-1.0,-1.0,-1.0
2729,"copper,gilt",Metal,Vicús,-300,Antiquity,-1.0,8.0,-1.0,-1.0
3420,glass,Glass,Roman,0,Antiquity,2.2,-1.0,2.7,0.2
6484,bronze,Miscellaneous,Gallo-Roman,-75,Antiquity,3.1,-1.0,3.2,-1.0
4166,glass,Glass,Roman,25,Antiquity,6.2,-1.0,-1.0,-1.0
7511,glass,Glass,Roman,200,Antiquity,8.7,-1.0,-1.0,-1.0
7601,glass,Glass,Roman,1,Antiquity,-1.0,11.4,-1.0,-1.0
4855,gold,Gold,Cypriot,-499,Antiquity,-1.0,1.8,-1.0,-1.0
5633,terracotta,Vases,Greek,-500,Antiquity,-1.0,18.6,-1.0,-1.0
13356,glass,Glass,Roman,0,Antiquity,1.9,-1.0,3.1,0.2
5687,terracotta,Vases,Cypriot,-750,Antiquity,-1.0,10.5,-1.0,-1.0
12188,terracotta,Vases,Cypriot,-750,Antiquity,-1.0,7.8,-1.0,-1.0
6237,terracotta,Vases,Cypriot,-750,Antiquity,-1.0,5.6,-1.0,-1.0
8500,bronze,Metalwork,China,-1033,Antiquity,-1.0,-1.0,-1.0,-1.0
7212,terracotta,Vases,Greek,-450,Antiquity,-1.0,-1.0,-1.0,-1.0
12950,silver,Gold,Greek,-599,Antiquity,-1.0,2.5,-1.0,-1.0
9346,bronze,Metalwork,China,-206,Antiquity,-1.0,-1.0,-1.0,18.4
2303,terracotta,Vases,Etruscan,-700,Antiquity,-1.0,4.6,-1.0,-1.0
1021,glass,Gems,Roman,-670,Antiquity,1.8,-1.0,1.0,0.2
10933,glass,Glass,Roman,-25,Antiquity,2.9,-1.0,3.0,-1.0
1909,terracotta,Vases,Greek,-510,Antiquity,-1.0,4.6,-1.0,-1.0
6584,terracotta,Vases,Cypriot,-1050,Antiquity,3.8,-1.0,11.9,-1.0
8432,glass,Glass,Cypriot,-750,Antiquity,-1.0,1.0,-1.0,2.5
11217,bronze,Metalwork,Vietnam,-500,Antiquity,19.2,-1.0,4.0,-1.0
1693,"alloy,copper",Equestrian,Roman-German,101,Antiquity,1.9,-1.0,2.2,-1.0
13315,glass,Glass,Roman,300,Antiquity,-1.0,-1.0,-1.0,-1.0
12133,gold,Gold,Cypriot,-1200,Antiquity,-1.0,7.9,-1.0,-1.0
2714,bronze,Bronzes,Etruscan,-600,Antiquity,10.5,-1.0,-1.0,-1.0
5081,"gold,iron",Gold,Etruscan,-599,Antiquity,-1.0,5.6,-1.0,-1.0
3326,terracotta,Vases,Roman,-120,Antiquity,9.5,-1.0,7.4,1.0
7348,gold,Metal,Moche,-100,Antiquity,1.9,-1.0,-1.0,-1.0
2582,copper,Metal,Moche,100,Antiquity,-1.0,5.5,-1.0,-1.0
12728,"alloy,copper",Stone,Bactria-Margiana,-2250,Antiquity,3.25,-1.0,3.76,-1.0
9077,terracotta,Vases,Greek,-520,Antiquity,30.2,-1.0,-1.0,-1.0
11200,terracotta,Vases,Greek,-475,Antiquity,11.1,-1.0,-1.0,-1.0
8065,bronze,Metalwork,North,-299,Antiquity,4.4,-1.0,9.0,-1.0
8189,bronze,Jewelry,Thailand,-300,Antiquity,2.5,-1.0,2.2,-1.0
11375,terracotta,Vases,Cypriot,-750,Antiquity,-1.0,12.5,-1.0,-1.0
6842,glass,Glass,Roman,300,Antiquity,-1.0,40.0,-1.0,-1.0
2494,silver,Gold,Roman,200,Antiquity,-1.0,10.6,-1.0,-1.0
3573,terracotta,Vases,Etruscan,-699,Antiquity,65.7,-1.0,-1.0,-1.0
3643,silver,Metal,Moche,100,Antiquity,18.7,-1.0,-1.0,-1.0
11425,bronze,Bronzes,Etruscan,-499,Antiquity,-1.0,7.5,-1.0,-1.0
2651,"alloy,copper",Metalwork,Bactria-Margiana,-2300,Antiquity,16.0,-1.0,6.5,-1.0
5868,bronze,Metalwork,Indonesia,-500,Antiquity,7.6,-1.0,13.0,-1.0
6590,glass,Glass,Roman,1,Antiquity,9.7,6.8,-1.0,-1.0
10477,iron,Metalwork,Sasanian,200,Antiquity,-1.0,11.43,-1.0,-1.0
10206,terracotta,Vases,Neolithic,-3999,Antiquity,-1.0,5.8,-1.0,-1.0
3377,terracotta,Vases,Cycladic,-2300,Antiquity,-1.0,34.6,-1.0,-1.0
5568,terracotta,Vases,Greek,-399,Antiquity,8.9,-1.0,-1.0,-1.0
405,"bronze,gilt",Metalwork,Japan,200,Antiquity,-1.0,12.2,-1.0,-1.0
1043,bronze,Metalwork,Kazakhstan,-599,Antiquity,3.8,-1.0,5.1,-1.0
9851,"alloy,copper",Metalwork,Roman,100,Antiquity,3.3,-1.0,2.1,2.3
12486,bronze,Bronzes,Italic,-899,Antiquity,-1.0,9.3,-1.0,-1.0
2678,bronze,Bronzes,Roman,-670,Antiquity,-1.0,13.0,-1.0,-1.0
8351,terracotta,Terracottas,Greek,-299,Antiquity,15.6,-1.0,-1.0,-1.0
